Image name,Pixel size (mm/pixel),Date/time,Device,Latitude,Longitude,Image height (mm),Image width (mm),Heigth above bed (mm)
R10_C2.jpg,0.029938271604938272,2022:10:26 14:28:14,SM-A515F,"53°0'33.20933"" N","4°47'45.41118"" E",8.622222222222222,15.328395061728395,11.665359477124182
R10_D2_2.jpg,0.02793778801843318,2022:10:26 14:27:47,SM-A515F,"53°0'33.20933"" N","4°47'45.41118"" E",8.046082949308756,14.304147465437786,10.885876931417727
R10_D2_1.jpg,0.02712527964205817,2022:10:26 14:27:43,SM-A515F,"53°0'33.20933"" N","4°47'45.41118"" E",7.8120805369127515,13.888143176733779,10.569285432293725
R10_D1.jpg,0.0303125,2022:10:26 14:28:04,SM-A515F,"53°0'33.20933"" N","4°47'45.41118"" E",8.73,15.52,11.811176470588233
R10_C1_2.jpg,0.028462441314553995,2022:10:26 14:28:27,SM-A515F,"53°0'33.20933"" N","4°47'45.41118"" E",8.19718309859155,14.572769953051644,11.090306545153275
R10_C1_1.jpg,0.029429611650485438,2022:10:26 14:28:25,SM-A515F,"53°0'33.20933"" N","4°47'45.41118"" E",8.475728155339805,15.067961165048544,11.467161621930325
R10_B2.jpg,0.02793778801843318,2022:10:26 14:28:40,SM-A515F,"53°0'33.20933"" N","4°47'45.41118"" E",8.046082949308756,14.304147465437785,10.885876931417727
R10_B1.jpg,0.029007177033492818,2022:10:26 14:28:51,SM-A515F,"53°0'33.30121"" N","4°47'45.77841"" E",8.354066985645932,14.851674641148325,11.30256121587391
R10_A2.jpg,0.02700445434298441,2022:10:26 14:29:02,SM-A515F,"53°0'33.30121"" N","4°47'45.77841"" E",7.777282850779509,13.826280623608014,10.52220620987816
R10_A1.jpg,0.028395784543325524,2022:10:26 14:29:10,SM-A515F,"53°0'33.30121"" N","4°47'45.77841"" E",8.177985948477751,14.53864168618267,11.06433393029343
